
-------------------- Trial 0  --------------------
53 emam emam:0.79741491090881 shah:0.20258508909119 
1515 emam emam:0.8653467722390444 shah:0.13465322776095554 
92 shah shah:0.5860328319677947 emam:0.41396716803220535 
1658 emam emam:0.9349943747326317 shah:0.0650056252673683 
684 shah shah:0.8507874591830691 emam:0.14921254081693097 
808 shah shah:0.8884212340271352 emam:0.11157876597286472 
1486 emam emam:0.9999677014343407 shah:3.229856565944172E-5 
2366 emam emam:0.7919404740550767 shah:0.2080595259449232 
829 emam emam:0.7850695176407645 shah:0.21493048235923554 
1320 emam emam:0.9862783631422123 shah:0.013721636857787633 
2583 emam emam:0.9997199601987943 shah:2.8003980120564387E-4 
2790 emam emam:0.8784085386674969 shah:0.1215914613325031 
110 shah shah:0.998401483847885 emam:0.0015985161521150483 
2511 emam emam:0.8722895505114345 shah:0.12771044948856547 
1451 emam emam:0.9327835486286022 shah:0.06721645137139784 
308 shah shah:0.9933248366511914 emam:0.0066751633488086465 
101 shah shah:0.9763844691461997 emam:0.023615530853800352 
2015 emam emam:0.9601728836654594 shah:0.0398271163345405 
2444 emam emam:0.9836501175858716 shah:0.01634988241412845 
542 shah emam:0.8838005454628047 shah:0.11619945453719525 
717 shah shah:0.612336432304391 emam:0.38766356769560906 
356 emam emam:0.7316505945075653 shah:0.26834940549243463 
845 emam emam:0.9866632428483968 shah:0.013336757151603288 
2062 emam emam:0.9930589308391288 shah:0.006941069160871355 
2780 emam emam:0.9106238619916942 shah:0.08937613800830577 
1592 emam emam:0.9045562475517279 shah:0.09544375244827215 
1615 emam emam:0.9743891596435539 shah:0.02561084035644605 
134 emam emam:0.8273413415746785 shah:0.17265865842532144 
1726 emam emam:0.5462484850735979 shah:0.45375151492640203 
2315 emam emam:0.9982698841633217 shah:0.0017301158366781499 
1960 emam emam:0.94709911840755 shah:0.05290088159244992 
1081 emam shah:0.7433103152607969 emam:0.256689684739203 
244 shah shah:0.7537449928403849 emam:0.24625500715961507 
229 emam emam:0.9980958642702517 shah:0.0019041357297483544 
1403 emam emam:0.9828749253263769 shah:0.017125074673623075 
2433 emam emam:0.5847101233100644 shah:0.4152898766899356 
2601 emam emam:0.9267635268666037 shah:0.07323647313339637 
1670 emam emam:0.9895113773677582 shah:0.01048862263224179 
1894 emam emam:0.9723492258269876 shah:0.027650774173012403 
749 shah shah:0.907976584771082 emam:0.092023415228918 
546 shah emam:0.8229927297937774 shah:0.1770072702062226 
2996 emam emam:0.9780305299286262 shah:0.02196947007137393 
2989 emam emam:0.7375717915485648 shah:0.26242820845143533 
2320 emam emam:0.863282384250815 shah:0.1367176157491849 
2659 emam emam:0.9045562475517279 shah:0.09544375244827215 
1733 emam emam:0.9048438680036918 shah:0.09515613199630817 
570 shah shah:0.8781865490698336 emam:0.12181345093016646 
2143 emam emam:0.8230132647360734 shah:0.1769867352639267 
2604 emam emam:0.9996173237797735 shah:3.8267622022650373E-4 
2667 emam emam:0.9999209065144542 shah:7.909348554573122E-5 
33 emam emam:0.8229927297937774 shah:0.1770072702062226 
2876 emam emam:0.9419506267869799 shah:0.058049373213019964 
1173 emam emam:0.9445376528534141 shah:0.0554623471465859 
1380 emam emam:0.7587016241004627 shah:0.24129837589953734 
1175 emam emam:0.971052276770571 shah:0.02894772322942888 
494 emam emam:0.9924317389744102 shah:0.007568261025589694 
1913 emam emam:0.9871139990187855 shah:0.012886000981214642 
1015 emam emam:0.9939365676679974 shah:0.006063432332002529 
376 emam emam:0.9999089222708791 shah:9.107772912086615E-5 
1875 emam emam:0.9566608255441184 shah:0.04333917445588165 
2485 emam emam:0.9912745878738655 shah:0.008725412126134506 
874 emam shah:0.5872275392038582 emam:0.4127724607961419 
973 emam emam:0.7679628266041928 shah:0.23203717339580718 
198 emam emam:0.9655718700290198 shah:0.034428129970980256 
675 shah shah:0.9991074269343136 emam:8.925730656863784E-4 
2348 emam emam:0.8261237874777845 shah:0.1738762125222154 
1211 emam emam:0.8181422562086565 shah:0.18185774379134345 
60 shah emam:0.8397156723186104 shah:0.16028432768138967 
314 emam emam:0.9745377196011951 shah:0.025462280398805055 
590 shah shah:0.9987525417408029 emam:0.001247458259197092 
267 shah shah:0.9496098287230674 emam:0.05039017127693261 
912 emam emam:0.8628312692103987 shah:0.13716873078960146 
162 shah emam:0.6312712646888288 shah:0.3687287353111712 
2119 emam emam:0.9800521481044391 shah:0.01994785189556082 
2255 emam emam:0.914361682993544 shah:0.08563831700645587 
1565 emam emam:0.8153754979409756 shah:0.18462450205902434 
2154 emam emam:0.8985331136626858 shah:0.10146688633731428 
2541 emam emam:0.9636534835614164 shah:0.03634651643858358 
1273 emam emam:0.8757330854499992 shah:0.1242669145500008 
799 shah shah:0.9628090471974593 emam:0.0371909528025408 
2306 emam emam:0.966905112504673 shah:0.03309488749532691 
2736 emam emam:0.9999990717929625 shah:9.282070374742927E-7 
1820 emam emam:0.9652513852684642 shah:0.0347486147315358 
818 emam emam:0.9999235679760068 shah:7.643202399329567E-5 
1160 emam emam:0.8229927297937774 shah:0.1770072702062226 
1891 emam emam:0.5672379642121118 shah:0.4327620357878882 
1773 emam emam:0.9978330231963286 shah:0.0021669768036713375 
499 emam emam:0.9275344348893535 shah:0.07246556511064658 
1254 emam emam:0.999548074887939 shah:4.519251120610525E-4 
867 emam emam:0.9527534392248089 shah:0.04724656077519115 
1969 emam emam:0.9276639168357543 shah:0.07233608316424564 
2075 emam emam:0.9994527027942283 shah:5.472972057717394E-4 
389 shah shah:0.6731687064804509 emam:0.326831293519549 
432 shah emam:0.7677484469583755 shah:0.2322515530416245 
1560 emam emam:0.8006081321643406 shah:0.19939186783565935 
686 emam emam:0.9991342414710964 shah:8.657585289034864E-4 
463 emam emam:0.9999928731447523 shah:7.126855247694643E-6 
852 shah emam:0.7850695176407645 shah:0.21493048235923554 
2192 emam emam:0.9993738293648802 shah:6.261706351197267E-4 
201 emam emam:0.9800346477135129 shah:0.01996535228648697 
893 shah shah:0.992598120137149 emam:0.007401879862851093 
1282 emam emam:0.9676399107103776 shah:0.03236008928962246 
1321 emam emam:0.9986643251552806 shah:0.0013356748447193665 
1522 emam emam:0.8354549721699541 shah:0.16454502783004588 
2957 emam emam:0.8997772514315723 shah:0.10022274856842785 
2967 emam emam:0.7422180468104719 shah:0.2577819531895282 
1491 emam emam:0.8250270908801463 shah:0.1749729091198537 
1567 emam emam:0.9687751643539617 shah:0.03122483564603817 
646 emam emam:0.9926383806033832 shah:0.0073616193966167635 
1585 emam emam:0.9854446343846147 shah:0.01455536561538517 
2582 emam emam:0.9704043891342643 shah:0.02959561086573561 
131 emam emam:0.9530707022617048 shah:0.04692929773829533 
537 shah shah:0.7844262155190721 emam:0.21557378448092787 
353 shah emam:0.6109978509344935 shah:0.3890021490655065 
483 emam emam:0.9894094058917673 shah:0.010590594108232747 
2895 emam emam:0.8690074415239649 shah:0.13099255847603508 
242 shah emam:0.9584947275174174 shah:0.041505272482582706 
592 emam emam:0.9723521134271524 shah:0.027647886572847478 
341 emam emam:0.9838029208725548 shah:0.016197079127445065 
1776 emam emam:0.9923878043660767 shah:0.007612195633923343 
346 emam emam:0.9270010727368607 shah:0.07299892726313936 
1190 emam emam:0.8333412397389788 shah:0.1666587602610212 
235 emam emam:0.9463870742337226 shah:0.05361292576627733 
2045 emam emam:0.9767422039223429 shah:0.02325779607765718 
2953 emam emam:0.7529849204238204 shah:0.24701507957617969 
1335 emam emam:0.9211436765315302 shah:0.07885632346846985 
165 emam emam:0.5890378521605101 shah:0.4109621478394899 
703 shah emam:0.9210782002026062 shah:0.07892179979739376 
251 emam emam:0.9694333950639946 shah:0.030566604936005316 
2513 emam emam:0.9999036530846366 shah:9.634691536343322E-5 
2906 emam emam:0.698372201388077 shah:0.301627798611923 
2617 emam emam:0.9735925125625987 shah:0.026407487437401247 
1452 emam emam:0.9801483381088846 shah:0.019851661891115358 
1752 emam emam:0.7634404670308232 shah:0.23655953296917676 
211 emam emam:0.9877538264887806 shah:0.012246173511219429 
2385 emam emam:0.7471755574225754 shah:0.25282444257742454 
460 shah emam:0.868576158904648 shah:0.13142384109535202 
2715 emam emam:0.9815292217629437 shah:0.018470778237056416 
2964 emam emam:0.7827352974644126 shah:0.21726470253558747 
352 shah shah:0.8733363291886518 emam:0.12666367081134822 
1642 emam emam:0.8225328972379533 shah:0.17746710276204666 
2634 emam emam:0.8081837187487652 shah:0.19181628125123482 
2014 emam emam:0.7850695176407645 shah:0.21493048235923554 
82 emam emam:0.89027198811355 shah:0.10972801188644993 
1943 emam emam:0.9588714731688542 shah:0.04112852683114577 
523 emam emam:0.9954913952259956 shah:0.004508604774004334 
2637 emam emam:0.9247783515690338 shah:0.07522164843096626 
924 emam emam:0.9914797503782026 shah:0.008520249621797397 
1918 emam emam:0.9542967182728502 shah:0.04570328172714983 
1829 emam emam:0.8229927297937774 shah:0.1770072702062226 
2144 emam emam:0.7186883617511672 shah:0.2813116382488327 
236 shah emam:0.7277727263540842 shah:0.2722272736459157 
1422 emam emam:0.8833814630467094 shah:0.11661853695329058 
293 emam emam:0.7900499307706608 shah:0.2099500692293393 
734 emam emam:0.8566998201337098 shah:0.1433001798662902 
1507 emam emam:0.9989924129014303 shah:0.0010075870985697271 
257 shah shah:0.8970091917140841 emam:0.10299080828591586 
2049 emam emam:0.9560005275907304 shah:0.0439994724092696 
283 emam emam:0.9973461364970777 shah:0.0026538635029224227 
1069 emam emam:0.7850695176407645 shah:0.21493048235923554 
846 emam emam:0.8918968693005117 shah:0.1081031306994882 
2318 emam emam:0.996798864566037 shah:0.003201135433963014 
28 emam emam:0.999774978837116 shah:2.2502116288390225E-4 
62 emam emam:0.8365288704293172 shah:0.16347112957068277 
2548 emam emam:0.8643536838498568 shah:0.1356463161501431 
649 shah shah:0.9939026259629563 emam:0.006097374037043686 
708 emam emam:0.7816986904637062 shah:0.21830130953629384 
1570 emam emam:0.7982011297518952 shah:0.20179887024810483 
2491 emam emam:0.8804985349988681 shah:0.11950146500113196 
660 emam emam:0.904117186200541 shah:0.09588281379945884 
500 emam emam:0.8770248757857484 shah:0.12297512421425154 
689 shah emam:0.7509265117796003 shah:0.2490734882203996 
1985 emam emam:0.8977943346065383 shah:0.10220566539346163 
323 emam emam:0.9375749676942221 shah:0.062425032305777825 
2853 emam emam:0.904117186200541 shah:0.09588281379945884 
994 emam emam:0.9236420713466794 shah:0.07635792865332058 
2462 emam emam:0.8638117590808359 shah:0.13618824091916418 
2849 emam emam:0.7529473128183006 shah:0.24705268718169937 
2616 emam emam:0.904117186200541 shah:0.09588281379945884 
305 emam emam:0.950511365926993 shah:0.049488634073007035 
1293 emam emam:0.6827760921233419 shah:0.3172239078766581 
984 emam emam:0.773524650130055 shah:0.22647534986994505 
381 shah shah:0.8868889404382623 emam:0.11311105956173767 
1060 emam emam:0.9853269167665555 shah:0.014673083233444429 
1927 emam emam:0.9781501180097065 shah:0.02184988199029348 
2899 emam emam:0.6999651599437732 shah:0.30003484005622677 
1343 emam emam:0.950214474974827 shah:0.04978552502517291 
1270 emam emam:0.796481832544714 shah:0.203518167455286 
2638 emam emam:0.904117186200541 shah:0.09588281379945884 
219 shah emam:0.8724473161598763 shah:0.12755268384012378 
1877 emam emam:0.9681032927150535 shah:0.03189670728494655 
439 emam emam:0.5325485223446994 shah:0.46745147765530054 
2335 emam emam:0.9782387956583052 shah:0.02176120434169482 
802 shah shah:0.8982307780425817 emam:0.10176922195741832 
2359 emam emam:0.7850695176407645 shah:0.21493048235923554 
1984 emam emam:0.8250809181402916 shah:0.1749190818597084 
746 shah emam:0.8368485078724206 shah:0.16315149212757932 
1130 emam emam:0.9862599024832785 shah:0.013740097516721415 
151 shah shah:0.944635125490933 emam:0.055364874509066915 
1852 emam emam:0.9794631723320061 shah:0.02053682766799394 
1530 emam emam:0.5106043444005148 shah:0.48939565559948506 
2317 emam emam:0.981655455829056 shah:0.018344544170944076 
2954 emam emam:0.6776007827622638 shah:0.32239921723773624 
2239 emam emam:0.9912444315302109 shah:0.008755568469789211 
2516 emam emam:0.8442065130606367 shah:0.15579348693936323 
598 shah shah:0.9914920342263056 emam:0.008507965773694311 
2651 emam emam:0.8643879453774064 shah:0.13561205462259351 
1423 emam emam:0.8864566901040423 shah:0.11354330989595764 
687 emam emam:0.9905694931377396 shah:0.00943050686226053 
2569 emam emam:0.9420399822963966 shah:0.057960017703603504 
1538 emam emam:0.9827723422019535 shah:0.017227657798046452 
2367 emam emam:0.9765592116320546 shah:0.023440788367945296 
1009 emam emam:0.9695926693529708 shah:0.030407330647029145 
607 emam emam:0.9997607983320508 shah:2.3920166794928288E-4 
2850 emam emam:0.9286581517967787 shah:0.07134184820322129 
178 emam emam:0.9322774977623566 shah:0.06772250223764349 
254 emam emam:0.989149023197257 shah:0.010850976802742995 
1909 emam emam:0.975434387873393 shah:0.024565612126607045 
179 emam shah:0.7495822526585251 emam:0.250417747341475 
570 emam emam:0.9516478154963635 shah:0.04835218450363663 
2232 emam emam:0.8818834231182763 shah:0.11811657688172363 
333 shah shah:0.999971066556128 emam:2.8933443871996056E-5 
2398 emam emam:0.792294122239799 shah:0.20770587776020089 
2656 emam emam:0.9851311879307247 shah:0.01486881206927537 
152 shah emam:0.6122067832833553 shah:0.38779321671664474 
2126 emam emam:0.991747193902193 shah:0.008252806097807028 
1987 emam emam:0.6076348364235008 shah:0.39236516357649914 
2783 emam emam:0.8229927297937774 shah:0.1770072702062226 
518 shah shah:0.8675588425207497 emam:0.13244115747925037 
502 shah emam:0.7925734114905378 shah:0.2074265885094622 
2360 emam emam:0.8860275399655686 shah:0.1139724600344315 
1358 emam emam:0.9998459609742816 shah:1.5403902571852688E-4 
2961 emam emam:0.9937556307659793 shah:0.006244369234020845 
347 shah emam:0.7430005449870078 shah:0.2569994550129921 
2788 emam emam:0.9605713905499129 shah:0.039428609450087165 
16 emam emam:0.9959293713974527 shah:0.004070628602547329 
322 emam emam:0.9944322472452554 shah:0.005567752754744576 
950 emam emam:0.904117186200541 shah:0.09588281379945884 
1277 emam emam:0.9082816618414326 shah:0.09171833815856738 
545 shah shah:0.8781996183184353 emam:0.12180038168156464 
1622 emam emam:0.903787923354775 shah:0.09621207664522502 
1440 emam emam:0.9831540504128008 shah:0.016845949587199264 
144 shah shah:0.979325802946652 emam:0.020674197053348203 
190 shah shah:0.8426800093468862 emam:0.15731999065311378 
46 shah shah:0.6322951034277687 emam:0.3677048965722314 
1788 emam emam:0.8742240661436166 shah:0.1257759338563834 
281 shah shah:0.5922504368062285 emam:0.4077495631937715 
563 shah shah:0.8616014481468278 emam:0.13839855185317224 
73 shah emam:0.7672765761781966 shah:0.2327234238218034 
1276 emam emam:0.9091310269087549 shah:0.09086897309124502 
197 emam emam:0.9990808263482994 shah:9.191736517005274E-4 
1272 emam emam:0.8757330854499992 shah:0.1242669145500008 
976 emam emam:0.996987819049128 shah:0.003012180950871919 
17 emam emam:0.9862089796957986 shah:0.013791020304201405 
139 shah shah:0.9913120381880636 emam:0.008687961811936384 
415 emam shah:0.6303539638624274 emam:0.36964603613757263 
1489 emam emam:0.9949063831763856 shah:0.005093616823614301 
327 shah shah:0.9995693071286259 emam:4.306928713741438E-4 
1795 emam emam:0.7600473933826407 shah:0.2399526066173594 
76 emam emam:0.9454052854461046 shah:0.05459471455389547 
2744 emam emam:0.7850695176407645 shah:0.21493048235923554 
2471 emam emam:0.9317867694017276 shah:0.0682132305982725 
482 emam emam:0.9228464154404679 shah:0.07715358455953228 
933 emam emam:0.9959214105278194 shah:0.004078589472180627 
1675 emam emam:0.9690567855013997 shah:0.030943214498600293 
389 emam emam:0.8773773897299011 shah:0.12262261027009892 
891 emam emam:0.8793877172451976 shah:0.12061228275480237 
425 emam emam:0.8229927297937774 shah:0.1770072702062226 
173 emam emam:0.9993758288610696 shah:6.241711389304317E-4 
1147 emam emam:0.991556842833612 shah:0.008443157166387967 
238 emam emam:0.8039340208790874 shah:0.19606597912091261 
370 shah emam:0.6884053480984403 shah:0.3115946519015596 
2776 emam emam:0.9964506304805612 shah:0.0035493695194388623 
27 shah shah:0.8615818449903412 emam:0.1384181550096588 
1922 emam emam:0.9598133864393793 shah:0.04018661356062084 
1548 emam emam:0.9869387568126096 shah:0.013061243187390445 
635 emam emam:0.9483983035290318 shah:0.0516016964709682 
524 shah shah:0.9847194447918871 emam:0.015280555208112903 
1359 emam emam:0.8229927297937774 shah:0.1770072702062226 
2083 emam emam:0.7672765761781966 shah:0.2327234238218034 
716 shah emam:0.6907403700219887 shah:0.30925962997801115 
820 shah shah:0.9906338706625285 emam:0.00936612933747155 
2509 emam emam:0.8815936066760169 shah:0.11840639332398302 
2120 emam emam:0.8761318654216789 shah:0.123868134578321 
476 shah emam:0.7323667592015928 shah:0.26763324079840717 
